ID_Reservation,Professeur,Matiere,Salle,Date,Heure_Debut,Heure_Fin,Statut
362,Ferreira Martin,Histoire,C832,2026-05-04,11:00,12:30,confirmee
363,Fournier Bertrand,Info,C298,2026-04-04,09:00,10:30,en_attente
364,Fournier Bertrand,Physique,C484,2026-03-26,16:00,17:30,confirmee
365,Mary Geneviève,Chimie,A548,2026-03-22,09:00,10:30,confirmee
366,Ferreira Martin,Physique,C512,2026-05-08,16:00,17:30,confirmee
367,Leduc Xavier,Maths,C832,2026-03-28,16:00,17:30,confirmee
368,Munoz Michelle,Physique,C484,2026-06-02,09:00,10:30,confirmee
369,Renaud Thomas,Info,A548,2026-04-16,15:00,16:30,en_attente
370,Renaud Thomas,Chimie,C512,2026-03-14,14:00,15:30,en_attente
371,Marchand Augustin,Maths,A181,2026-04-22,13:00,14:30,confirmee
372,Blanchard François,Physique,B436,2026-04-20,10:00,11:30,confirmee
373,Cousin Arnaude,Histoire,C832,2026-05-30,12:00,13:30,confirmee
374,Gauthier Lorraine,Histoire,A762,2026-05-30,14:00,15:30,confirmee
375,Fournier Bertrand,Physique,A195,2026-04-27,08:00,09:30,confirmee
376,Cordier Émile,Info,C843,2026-03-18,10:00,11:30,confirmee
377,Buisson Jacqueline,Physique,B436,2026-05-18,12:00,13:30,confirmee
378,Thibault Jérôme,Info,B259,2026-04-27,10:00,11:30,confirmee
379,Alexandre Danielle,Info,C832,2026-04-13,14:00,15:30,confirmee
380,Fouquet Valérie,Histoire,A762,2026-05-06,08:00,09:30,en_attente
381,Clément Émilie,Chimie,E124,2026-04-28,12:00,13:30,confirmee
382,Pichon Frédéric,Info,A548,2026-03-24,11:00,12:30,confirmee
383,Vincent Bertrand,Maths,C031,2026-04-05,11:00,12:30,en_attente
384,Mary Geneviève,Info,A793,2026-04-14,08:00,09:30,confirmee
385,Vallée Christophe,Maths,C298,2026-04-07,12:00,13:30,confirmee
386,Lecoq Maggie,Maths,A137,2026-03-23,11:00,12:30,en_attente
387,Fouquet Valérie,Chimie,B259,2026-05-12,09:00,10:30,confirmee
388,Bailly Emmanuelle,Info,A181,2026-03-27,10:00,11:30,confirmee
389,Bailly Emmanuelle,Physique,A137,2026-04-10,12:00,13:30,confirmee
390,Vincent Bertrand,Maths,B949,2026-05-25,13:00,14:30,confirmee
391,Munoz Michelle,Histoire,B318,2026-04-16,08:00,09:30,confirmee
392,Ferreira Martin,Chimie,B318,2026-03-18,10:00,11:30,confirmee
393,Fouquet Valérie,Maths,E124,2026-06-02,10:00,11:30,confirmee
394,Rocher Aimé,Physique,A762,2026-04-18,12:00,13:30,confirmee
395,Thibault Jérôme,Maths,A762,2026-04-11,15:00,16:30,confirmee
396,Blanchard François,Info,B949,2026-05-24,10:00,11:30,confirmee
397,Blanchard François,Physique,E124,2026-05-24,12:00,13:30,confirmee
398,Maréchal Christine,Physique,B403,2026-04-14,08:00,09:30,confirmee
399,Alexandre Danielle,Histoire,C484,2026-05-12,09:00,10:30,confirmee
400,Maréchal Christine,Maths,B259,2026-03-15,15:00,16:30,confirmee
401,Blanchard François,Maths,B436,2026-03-10,16:00,17:30,confirmee
402,Blot Andrée,Info,B218,2026-04-23,14:00,15:30,confirmee
403,Lecoq Maggie,Info,A195,2026-03-27,14:00,15:30,annulee
404,Gaudin Benjamin,Chimie,C843,2026-05-31,14:00,15:30,confirmee
405,Michaud Guillaume,Chimie,B949,2026-04-18,08:00,09:30,confirmee
406,Millet Denise,Physique,A137,2026-04-25,10:00,11:30,confirmee
407,Fernandes Anouk,Physique,B259,2026-05-17,10:00,11:30,en_attente
408,Gaudin Benjamin,Chimie,A548,2026-03-14,10:00,11:30,confirmee
409,Gaudin Benjamin,Physique,C843,2026-05-21,11:00,12:30,confirmee
410,Millet Denise,Histoire,A137,2026-04-04,08:00,09:30,confirmee
411,Rocher Aimé,Maths,A762,2026-04-21,12:00,13:30,confirmee
412,Vallée Christophe,Histoire,C484,2026-03-25,08:00,09:30,confirmee
413,Gauthier Pénélope,Info,A548,2026-05-09,10:00,11:30,confirmee
414,Gaudin Benjamin,Info,C843,2026-05-30,09:00,10:30,en_attente
415,Fournier Bertrand,Info,E124,2026-03-16,13:00,14:30,confirmee
416,Michaud Guillaume,Maths,B259,2026-04-13,11:00,12:30,confirmee
417,Bailly Emmanuelle,Info,A137,2026-03-22,09:00,10:30,confirmee
418,Leduc Xavier,Maths,C832,2026-05-01,16:00,17:30,confirmee
419,Collin Julien,Info,A181,2026-05-22,10:00,11:30,confirmee
420,Thibault Jérôme,Chimie,A548,2026-05-31,13:00,14:30,confirmee
421,Chrétien Susanne,Info,E124,2026-05-07,15:00,16:30,confirmee
422,Duval Clémence,Info,C298,2026-03-07,15:00,16:30,annulee
423,Buisson Jacqueline,Info,B949,2026-04-01,14:00,15:30,confirmee
424,Leduc Xavier,Chimie,E415,2026-05-11,14:00,15:30,confirmee
425,Maréchal Christine,Physique,A762,2026-05-10,16:00,17:30,confirmee
426,Pichon Frédéric,Maths,C298,2026-04-18,13:00,14:30,confirmee
427,Renaud Thomas,Maths,C832,2026-04-21,08:00,09:30,confirmee
428,Thibault Jérôme,Info,A181,2026-05-21,08:00,09:30,en_attente
429,Descamps Noël,Chimie,A195,2026-03-07,14:00,15:30,en_attente
430,Gauthier Lorraine,Chimie,C843,2026-03-30,16:00,17:30,en_attente
431,Peltier Brigitte,Chimie,E415,2026-05-21,09:00,10:30,en_attente
432,Munoz Michelle,Physique,C484,2026-05-20,15:00,16:30,confirmee
433,Fernandes Anouk,Histoire,B218,2026-04-30,10:00,11:30,confirmee
434,Chrétien Susanne,Maths,B318,2026-05-24,09:00,10:30,confirmee
435,Maréchal Christine,Physique,C484,2026-06-02,12:00,13:30,confirmee
436,Renaud Thomas,Histoire,B318,2026-04-10,16:00,17:30,en_attente
437,Duval Clémence,Chimie,E124,2026-05-16,12:00,13:30,confirmee
438,Cousin Arnaude,Maths,C843,2026-04-11,12:00,13:30,en_attente
439,Vallée Christophe,Maths,C031,2026-04-09,11:00,12:30,en_attente
440,Lecoq Maggie,Histoire,A137,2026-03-22,14:00,15:30,confirmee
441,Renaud Thomas,Info,C832,2026-03-18,09:00,10:30,confirmee
442,Leduc Xavier,Histoire,C843,2026-05-24,12:00,13:30,confirmee
443,Blot Andrée,Histoire,C484,2026-05-20,14:00,15:30,en_attente
444,Blot Andrée,Maths,C512,2026-03-22,11:00,12:30,confirmee
445,Lévêque Aimé,Chimie,B218,2026-05-23,14:00,15:30,confirmee
446,Lecoq Maggie,Chimie,B318,2026-03-14,16:00,17:30,confirmee
447,Vallée Christophe,Histoire,B218,2026-05-24,12:00,13:30,en_attente
448,Cordier Émile,Histoire,E415,2026-04-22,12:00,13:30,confirmee
449,Fernandes Anouk,Histoire,C832,2026-05-14,16:00,17:30,confirmee
450,Leduc Xavier,Histoire,A181,2026-03-05,11:00,12:30,confirmee
451,Gaudin Benjamin,Chimie,E415,2026-05-05,12:00,13:30,confirmee
452,Gaudin Benjamin,Physique,A195,2026-05-14,09:00,10:30,confirmee
453,Fournier Bertrand,Chimie,C512,2026-05-07,15:00,16:30,confirmee
454,Cousin Arnaude,Histoire,B259,2026-03-27,13:00,14:30,confirmee
455,Fouquet Valérie,Info,A793,2026-04-05,09:00,10:30,en_attente
456,Pichon Frédéric,Info,C484,2026-04-06,09:00,10:30,confirmee
457,Chrétien Susanne,Chimie,B259,2026-06-02,12:00,13:30,en_attente
458,Cordier Émile,Chimie,A181,2026-05-26,13:00,14:30,confirmee
459,Leduc Xavier,Info,A793,2026-03-05,11:00,12:30,confirmee
460,Millet Denise,Physique,B318,2026-04-03,09:00,10:30,confirmee
461,Lévêque Aimé,Maths,C832,2026-05-10,13:00,14:30,confirmee
462,Gauthier Lorraine,Maths,B318,2026-05-22,09:00,10:30,confirmee
463,Gaudin Benjamin,Chimie,B318,2026-05-20,09:00,10:30,confirmee
464,Cousin Arnaude,Physique,B436,2026-03-27,13:00,14:30,confirmee
465,Blanchard François,Info,A195,2026-05-21,09:00,10:30,confirmee
466,Buisson Jacqueline,Physique,A762,2026-05-23,10:00,11:30,confirmee
467,Peltier Brigitte,Chimie,C298,2026-03-30,09:00,10:30,confirmee
468,Blanchard François,Histoire,B403,2026-04-19,15:00,16:30,en_attente
469,Munoz Michelle,Histoire,B949,2026-03-31,09:00,10:30,confirmee
470,Gaudin Benjamin,Chimie,A195,2026-03-17,14:00,15:30,annulee
471,Maréchal Christine,Physique,C298,2026-05-16,09:00,10:30,confirmee
472,Renaud Thomas,Maths,C484,2026-03-11,13:00,14:30,confirmee
473,Millet Denise,Physique,B259,2026-05-28,10:00,11:30,confirmee
474,Collin Julien,Histoire,C512,2026-03-19,08:00,09:30,confirmee
475,Blot Andrée,Histoire,A181,2026-04-08,13:00,14:30,confirmee
476,Maréchal Christine,Maths,B403,2026-03-05,16:00,17:30,annulee
477,Lévêque Aimé,Chimie,A181,2026-03-08,12:00,13:30,confirmee
478,Cordier Émile,Histoire,C031,2026-04-22,15:00,16:30,en_attente
479,Gauthier Lorraine,Chimie,A137,2026-04-19,14:00,15:30,confirmee
480,Rocher Aimé,Chimie,B218,2026-04-04,13:00,14:30,en_attente
481,Gauthier Lorraine,Histoire,A762,2026-06-01,09:00,10:30,confirmee
482,Vallée Christophe,Physique,A548,2026-03-10,09:00,10:30,en_attente
483,Fouquet Valérie,Chimie,A181,2026-05-09,15:00,16:30,confirmee
484,Alexandre Danielle,Maths,B318,2026-04-18,15:00,16:30,confirmee
485,Leduc Xavier,Maths,A793,2026-04-09,10:00,11:30,confirmee
486,Mary Geneviève,Info,A793,2026-03-26,15:00,16:30,en_attente
487,Fouquet Valérie,Maths,A137,2026-03-06,14:00,15:30,confirmee
488,Lecoq Maggie,Maths,B318,2026-04-17,12:00,13:30,confirmee
489,Mary Geneviève,Maths,A195,2026-05-28,10:00,11:30,confirmee
490,Gaudin Benjamin,Maths,B436,2026-03-06,08:00,09:30,confirmee
491,Rocher Aimé,Physique,A181,2026-05-04,09:00,10:30,confirmee
492,Lévêque Aimé,Info,C512,2026-04-13,16:00,17:30,confirmee
493,Ferreira Martin,Info,C843,2026-04-15,13:00,14:30,confirmee
494,Millet Denise,Physique,B403,2026-05-29,16:00,17:30,confirmee
495,Bailly Emmanuelle,Physique,A793,2026-05-08,14:00,15:30,confirmee
496,Alexandre Danielle,Chimie,A181,2026-05-08,12:00,13:30,confirmee
497,Collin Julien,Histoire,B218,2026-04-13,13:00,14:30,confirmee
498,Gauthier Lorraine,Chimie,C832,2026-05-09,08:00,09:30,confirmee
499,Fernandes Anouk,Maths,A137,2026-04-09,08:00,09:30,confirmee
500,Lévêque Aimé,Maths,C512,2026-05-25,08:00,09:30,confirmee
501,Michaud Guillaume,Chimie,C512,2026-04-22,12:00,13:30,annulee
502,Michaud Guillaume,Maths,B259,2026-03-11,13:00,14:30,confirmee
503,Maréchal Christine,Histoire,A548,2026-05-16,12:00,13:30,confirmee
504,Renaud Thomas,Maths,C512,2026-04-30,11:00,12:30,confirmee
505,Marchand Augustin,Histoire,A762,2026-04-17,08:00,09:30,confirmee
506,Bailly Emmanuelle,Info,A181,2026-04-24,09:00,10:30,confirmee
507,Munoz Michelle,Chimie,A137,2026-05-27,09:00,10:30,confirmee
508,Ferreira Martin,Info,C031,2026-06-02,08:00,09:30,confirmee
509,Fouquet Valérie,Maths,A793,2026-04-11,09:00,10:30,en_attente
510,Millet Denise,Chimie,C484,2026-03-18,11:00,12:30,confirmee
511,Lecoq Maggie,Chimie,B949,2026-04-01,12:00,13:30,confirmee
512,Gauthier Lorraine,Maths,C512,2026-03-31,14:00,15:30,confirmee
513,Maréchal Christine,Chimie,B949,2026-05-01,12:00,13:30,confirmee
514,Gauthier Pénélope,Physique,B403,2026-04-22,08:00,09:30,confirmee
515,Lévêque Aimé,Histoire,B259,2026-05-25,13:00,14:30,confirmee
516,Duval Clémence,Histoire,C298,2026-03-27,08:00,09:30,confirmee
517,Mary Geneviève,Info,E124,2026-04-19,10:00,11:30,en_attente
518,Vallée Christophe,Histoire,C298,2026-05-08,15:00,16:30,confirmee
519,Michaud Guillaume,Physique,A762,2026-04-12,14:00,15:30,confirmee
520,Thibault Jérôme,Info,A137,2026-03-10,12:00,13:30,confirmee
521,Buisson Jacqueline,Physique,C832,2026-04-10,10:00,11:30,confirmee
522,Buisson Jacqueline,Physique,A548,2026-03-14,11:00,12:30,confirmee
523,Munoz Michelle,Info,E415,2026-04-28,09:00,10:30,confirmee
524,Marchand Augustin,Physique,A181,2026-04-15,10:00,11:30,en_attente
525,Gauthier Lorraine,Chimie,C031,2026-05-05,09:00,10:30,confirmee
526,Rocher Aimé,Histoire,B436,2026-04-21,09:00,10:30,confirmee
527,Munoz Michelle,Histoire,B318,2026-05-15,11:00,12:30,en_attente
528,Rocher Aimé,Info,C484,2026-05-17,16:00,17:30,confirmee
529,Alexandre Danielle,Physique,A137,2026-04-25,16:00,17:30,confirmee
530,Leduc Xavier,Histoire,A548,2026-03-05,16:00,17:30,confirmee
531,Pichon Frédéric,Info,B436,2026-05-29,10:00,11:30,confirmee
532,Fournier Bertrand,Histoire,C512,2026-03-20,09:00,10:30,confirmee
533,Leduc Xavier,Maths,C512,2026-04-06,11:00,12:30,confirmee
534,Blot Andrée,Maths,B949,2026-04-09,11:00,12:30,annulee
535,Gauthier Lorraine,Histoire,B436,2026-03-11,15:00,16:30,confirmee
536,Maréchal Christine,Chimie,C843,2026-05-19,10:00,11:30,en_attente
537,Cordier Émile,Info,A793,2026-03-13,12:00,13:30,confirmee
538,Cordier Émile,Histoire,C484,2026-05-22,11:00,12:30,confirmee
539,Descamps Noël,Histoire,E415,2026-05-25,08:00,09:30,confirmee
540,Pichon Frédéric,Info,B949,2026-05-01,09:00,10:30,confirmee
541,Munoz Michelle,Chimie,C512,2026-05-07,12:00,13:30,confirmee
542,Rocher Aimé,Info,E415,2026-04-14,09:00,10:30,confirmee
543,Cousin Arnaude,Maths,A762,2026-05-08,14:00,15:30,confirmee
544,Maréchal Christine,Histoire,B403,2026-05-17,12:00,13:30,confirmee
545,Clément Émilie,Histoire,C832,2026-05-14,14:00,15:30,confirmee
546,Blot Andrée,Maths,B403,2026-04-10,12:00,13:30,confirmee
547,Lecoq Maggie,Physique,B436,2026-05-18,12:00,13:30,en_attente
548,Cordier Émile,Histoire,C031,2026-03-27,13:00,14:30,confirmee
549,Mary Geneviève,Histoire,E124,2026-05-26,09:00,10:30,confirmee
550,Vincent Bertrand,Chimie,B318,2026-05-12,08:00,09:30,confirmee
551,Vincent Bertrand,Info,A137,2026-04-12,13:00,14:30,confirmee
552,Chrétien Susanne,Physique,E124,2026-05-21,13:00,14:30,confirmee
553,Mary Geneviève,Physique,E124,2026-04-14,14:00,15:30,confirmee
554,Alexandre Danielle,Info,E124,2026-04-11,16:00,17:30,confirmee
555,Peltier Brigitte,Info,A762,2026-05-18,16:00,17:30,en_attente
556,Michaud Guillaume,Info,C484,2026-05-19,11:00,12:30,confirmee
557,Renaud Thomas,Info,A793,2026-05-06,08:00,09:30,annulee
558,Rocher Aimé,Histoire,B218,2026-05-09,16:00,17:30,en_attente
559,Lecoq Maggie,Info,C832,2026-05-21,11:00,12:30,confirmee
560,Lecoq Maggie,Chimie,B218,2026-03-10,16:00,17:30,confirmee
561,Pichon Frédéric,Histoire,A137,2026-04-30,09:00,10:30,confirmee
562,Vincent Bertrand,Chimie,A137,2026-04-02,12:00,13:30,confirmee
563,Michaud Guillaume,Chimie,C484,2026-03-17,13:00,14:30,confirmee
564,Gauthier Lorraine,Histoire,A793,2026-04-27,12:00,13:30,confirmee
565,Pichon Frédéric,Maths,A762,2026-06-02,08:00,09:30,confirmee
566,Fouquet Valérie,Physique,B259,2026-05-12,11:00,12:30,confirmee
567,Vallée Christophe,Physique,A181,2026-03-11,11:00,12:30,confirmee
568,Descamps Noël,Physique,E124,2026-04-23,16:00,17:30,confirmee
569,Michaud Guillaume,Maths,C484,2026-04-14,15:00,16:30,confirmee
570,Collin Julien,Chimie,E415,2026-04-17,15:00,16:30,confirmee
571,Michaud Guillaume,Histoire,C484,2026-04-20,08:00,09:30,en_attente
572,Thibault Jérôme,Histoire,C843,2026-05-09,15:00,16:30,confirmee
573,Marchand Augustin,Info,A195,2026-03-06,11:00,12:30,confirmee
574,Rocher Aimé,Histoire,C031,2026-06-02,11:00,12:30,annulee
575,Duval Clémence,Info,C832,2026-03-09,15:00,16:30,confirmee
576,Vincent Bertrand,Chimie,A793,2026-04-27,14:00,15:30,confirmee
577,Chrétien Susanne,Histoire,C512,2026-04-14,12:00,13:30,confirmee
578,Thibault Jérôme,Chimie,E124,2026-03-17,10:00,11:30,confirmee
579,Collin Julien,Maths,A181,2026-03-07,11:00,12:30,confirmee
580,Marchand Augustin,Info,B436,2026-04-10,14:00,15:30,confirmee
581,Gauthier Pénélope,Maths,C298,2026-05-05,16:00,17:30,confirmee
582,Gaudin Benjamin,Maths,A793,2026-05-19,09:00,10:30,confirmee
583,Bailly Emmanuelle,Physique,B403,2026-03-07,15:00,16:30,confirmee
584,Millet Denise,Histoire,A137,2026-03-25,16:00,17:30,confirmee
585,Duval Clémence,Chimie,A793,2026-05-11,16:00,17:30,confirmee
586,Peltier Brigitte,Maths,C832,2026-04-12,16:00,17:30,confirmee
587,Collin Julien,Maths,A195,2026-03-21,14:00,15:30,confirmee
588,Collin Julien,Histoire,A762,2026-04-06,13:00,14:30,confirmee
589,Bailly Emmanuelle,Chimie,C832,2026-05-28,14:00,15:30,en_attente
590,Duval Clémence,Histoire,C298,2026-04-25,15:00,16:30,confirmee
591,Gauthier Pénélope,Histoire,B403,2026-05-29,11:00,12:30,annulee
592,Michaud Guillaume,Histoire,A137,2026-05-31,12:00,13:30,confirmee
593,Michaud Guillaume,Info,C832,2026-03-24,14:00,15:30,confirmee
594,Fouquet Valérie,Physique,C484,2026-04-30,09:00,10:30,confirmee
595,Thibault Jérôme,Chimie,B949,2026-03-12,09:00,10:30,en_attente
596,Clément Émilie,Info,B218,2026-03-28,08:00,09:30,en_attente
597,Bailly Emmanuelle,Maths,A137,2026-05-27,09:00,10:30,confirmee
598,Rocher Aimé,Info,E124,2026-03-17,13:00,14:30,confirmee
599,Vallée Christophe,Physique,E124,2026-03-15,13:00,14:30,confirmee
600,Descamps Noël,Info,B403,2026-04-21,14:00,15:30,confirmee
601,Munoz Michelle,Info,E415,2026-05-27,15:00,16:30,confirmee
602,Blot Andrée,Info,C512,2026-04-03,10:00,11:30,confirmee
603,Fournier Bertrand,Info,C031,2026-03-18,08:00,09:30,confirmee
604,Munoz Michelle,Physique,E124,2026-04-04,13:00,14:30,confirmee
605,Alexandre Danielle,Maths,C512,2026-04-03,15:00,16:30,en_attente
606,Millet Denise,Chimie,A548,2026-04-25,10:00,11:30,confirmee
607,Gauthier Lorraine,Info,C484,2026-03-31,09:00,10:30,confirmee
608,Lecoq Maggie,Info,A181,2026-04-10,15:00,16:30,confirmee
609,Descamps Noël,Histoire,B218,2026-03-08,12:00,13:30,confirmee
610,Gauthier Pénélope,Physique,B259,2026-03-28,09:00,10:30,confirmee
611,Collin Julien,Chimie,C031,2026-05-06,11:00,12:30,confirmee
612,Ferreira Martin,Physique,A195,2026-05-13,16:00,17:30,confirmee
613,Marchand Augustin,Info,B436,2026-04-06,10:00,11:30,confirmee
614,Alexandre Danielle,Info,C484,2026-05-26,09:00,10:30,confirmee
615,Renaud Thomas,Histoire,A793,2026-04-26,10:00,11:30,en_attente
616,Lévêque Aimé,Histoire,B949,2026-03-14,11:00,12:30,confirmee
617,Bailly Emmanuelle,Maths,C484,2026-05-24,16:00,17:30,confirmee
618,Lecoq Maggie,Physique,A793,2026-03-09,14:00,15:30,confirmee
619,Cordier Émile,Physique,A195,2026-05-27,15:00,16:30,confirmee
620,Cordier Émile,Histoire,A181,2026-03-28,16:00,17:30,confirmee
621,Fournier Bertrand,Physique,B318,2026-03-19,09:00,10:30,confirmee
622,Gaudin Benjamin,Maths,C832,2026-05-30,15:00,16:30,confirmee
623,Michaud Guillaume,Histoire,A181,2026-03-08,09:00,10:30,confirmee
624,Thibault Jérôme,Histoire,C512,2026-04-05,16:00,17:30,confirmee
625,Mary Geneviève,Histoire,A195,2026-05-23,12:00,13:30,confirmee
626,Fernandes Anouk,Chimie,A762,2026-03-21,13:00,14:30,en_attente
627,Fernandes Anouk,Chimie,C484,2026-05-20,11:00,12:30,confirmee
628,Millet Denise,Maths,A195,2026-05-28,12:00,13:30,confirmee
629,Fernandes Anouk,Chimie,B403,2026-03-16,16:00,17:30,confirmee
630,Collin Julien,Physique,E415,2026-04-13,16:00,17:30,confirmee
631,Gaudin Benjamin,Maths,A762,2026-05-24,12:00,13:30,confirmee
632,Thibault Jérôme,Maths,C512,2026-03-23,11:00,12:30,confirmee
633,Cordier Émile,Info,A762,2026-03-27,12:00,13:30,confirmee
634,Maréchal Christine,Info,B949,2026-05-01,16:00,17:30,confirmee
635,Millet Denise,Chimie,C484,2026-04-29,11:00,12:30,confirmee
636,Mary Geneviève,Physique,B318,2026-05-26,08:00,09:30,en_attente
637,Collin Julien,Physique,C031,2026-03-14,10:00,11:30,confirmee
638,Pichon Frédéric,Info,A793,2026-04-17,16:00,17:30,confirmee
639,Ferreira Martin,Histoire,A548,2026-05-04,11:00,12:30,confirmee
640,Clément Émilie,Maths,B318,2026-03-16,08:00,09:30,confirmee
641,Chrétien Susanne,Maths,E124,2026-04-28,08:00,09:30,confirmee
642,Gauthier Lorraine,Physique,E124,2026-05-28,14:00,15:30,confirmee
643,Peltier Brigitte,Chimie,C484,2026-03-22,12:00,13:30,en_attente
644,Gauthier Pénélope,Histoire,B436,2026-05-07,08:00,09:30,confirmee
645,Clément Émilie,Maths,B259,2026-05-12,10:00,11:30,confirmee
646,Thibault Jérôme,Chimie,C832,2026-05-02,13:00,14:30,confirmee
647,Buisson Jacqueline,Chimie,A181,2026-04-08,10:00,11:30,annulee
648,Alexandre Danielle,Chimie,C484,2026-03-24,14:00,15:30,confirmee
649,Fournier Bertrand,Info,E124,2026-05-26,11:00,12:30,confirmee
650,Gaudin Benjamin,Physique,B259,2026-04-20,08:00,09:30,confirmee
651,Gauthier Pénélope,Chimie,B259,2026-04-20,10:00,11:30,confirmee
652,Rocher Aimé,Physique,A762,2026-03-24,10:00,11:30,confirmee
653,Gauthier Pénélope,Info,E415,2026-05-26,11:00,12:30,confirmee
654,Bailly Emmanuelle,Histoire,C832,2026-04-03,14:00,15:30,confirmee
655,Collin Julien,Physique,B436,2026-04-12,15:00,16:30,en_attente
656,Chrétien Susanne,Info,B259,2026-04-21,16:00,17:30,confirmee
657,Thibault Jérôme,Maths,B318,2026-05-31,12:00,13:30,en_attente
658,Gaudin Benjamin,Histoire,A181,2026-06-01,13:00,14:30,confirmee
659,Lévêque Aimé,Maths,A548,2026-03-20,15:00,16:30,confirmee
660,Leduc Xavier,Physique,A762,2026-03-10,12:00,13:30,confirmee
661,Buisson Jacqueline,Histoire,A137,2026-04-19,16:00,17:30,confirmee
662,Fouquet Valérie,Physique,A793,2026-04-18,10:00,11:30,confirmee
663,Duval Clémence,Histoire,A793,2026-04-08,13:00,14:30,en_attente
664,Munoz Michelle,Maths,A548,2026-03-23,08:00,09:30,confirmee
665,Fournier Bertrand,Info,C484,2026-05-20,15:00,16:30,en_attente
666,Ferreira Martin,Physique,C843,2026-05-16,09:00,10:30,confirmee
667,Vallée Christophe,Histoire,C832,2026-04-20,11:00,12:30,confirmee
668,Lecoq Maggie,Maths,B436,2026-05-11,16:00,17:30,confirmee
669,Thibault Jérôme,Chimie,C843,2026-05-01,12:00,13:30,confirmee
670,Ferreira Martin,Maths,C843,2026-04-14,08:00,09:30,confirmee
671,Alexandre Danielle,Chimie,B259,2026-04-18,16:00,17:30,confirmee
672,Mary Geneviève,Chimie,C484,2026-03-09,09:00,10:30,confirmee
673,Marchand Augustin,Chimie,C484,2026-04-20,14:00,15:30,confirmee
674,Peltier Brigitte,Histoire,B318,2026-04-19,13:00,14:30,confirmee
675,Pichon Frédéric,Maths,B218,2026-04-07,16:00,17:30,confirmee
676,Maréchal Christine,Maths,A762,2026-04-19,15:00,16:30,confirmee
677,Lévêque Aimé,Histoire,C298,2026-05-19,08:00,09:30,en_attente
678,Thibault Jérôme,Info,C512,2026-04-27,14:00,15:30,en_attente
679,Gaudin Benjamin,Info,C484,2026-04-09,16:00,17:30,confirmee
680,Duval Clémence,Physique,B949,2026-03-08,08:00,09:30,en_attente
681,Maréchal Christine,Physique,C031,2026-04-06,16:00,17:30,confirmee
682,Lecoq Maggie,Physique,B259,2026-05-26,09:00,10:30,confirmee
683,Descamps Noël,Chimie,A195,2026-03-17,14:00,15:30,confirmee
684,Descamps Noël,Info,C832,2026-03-19,09:00,10:30,confirmee
685,Lecoq Maggie,Chimie,B318,2026-03-26,13:00,14:30,confirmee
686,Gaudin Benjamin,Maths,C843,2026-03-10,16:00,17:30,confirmee
687,Fernandes Anouk,Physique,C843,2026-05-30,15:00,16:30,confirmee
688,Cousin Arnaude,Chimie,C031,2026-03-22,11:00,12:30,annulee
689,Blot Andrée,Info,E415,2026-05-09,11:00,12:30,annulee
690,Peltier Brigitte,Histoire,C843,2026-04-22,08:00,09:30,confirmee
691,Thibault Jérôme,Physique,B218,2026-03-22,11:00,12:30,en_attente
692,Collin Julien,Info,C832,2026-04-24,09:00,10:30,confirmee
693,Clément Émilie,Chimie,A181,2026-04-05,16:00,17:30,en_attente
694,Descamps Noël,Histoire,A548,2026-05-04,11:00,12:30,confirmee
695,Blot Andrée,Physique,C512,2026-04-28,08:00,09:30,confirmee
696,Fournier Bertrand,Info,B259,2026-05-01,08:00,09:30,confirmee
697,Blot Andrée,Info,E124,2026-03-23,13:00,14:30,confirmee
698,Millet Denise,Maths,A548,2026-03-21,15:00,16:30,confirmee
699,Michaud Guillaume,Physique,C832,2026-04-01,08:00,09:30,confirmee
700,Leduc Xavier,Maths,C843,2026-03-10,14:00,15:30,confirmee
701,Fernandes Anouk,Info,A793,2026-05-15,10:00,11:30,confirmee
702,Buisson Jacqueline,Maths,A793,2026-04-19,13:00,14:30,confirmee
703,Marchand Augustin,Physique,B949,2026-03-10,14:00,15:30,en_attente
704,Maréchal Christine,Physique,B218,2026-05-11,11:00,12:30,confirmee
705,Gaudin Benjamin,Info,C843,2026-04-21,09:00,10:30,confirmee
706,Gauthier Pénélope,Physique,A762,2026-04-08,14:00,15:30,confirmee
707,Fernandes Anouk,Maths,C512,2026-04-14,10:00,11:30,confirmee
708,Descamps Noël,Chimie,B949,2026-03-12,16:00,17:30,annulee
709,Millet Denise,Chimie,B403,2026-05-20,10:00,11:30,confirmee
710,Gaudin Benjamin,Info,C843,2026-05-14,15:00,16:30,confirmee
711,Cousin Arnaude,Physique,B318,2026-05-29,09:00,10:30,confirmee
712,Mary Geneviève,Physique,C298,2026-05-19,14:00,15:30,confirmee
713,Fernandes Anouk,Chimie,C484,2026-05-16,08:00,09:30,confirmee
714,Blanchard François,Maths,E124,2026-04-30,14:00,15:30,confirmee
715,Lecoq Maggie,Maths,C484,2026-03-18,14:00,15:30,annulee
716,Renaud Thomas,Info,A137,2026-04-26,09:00,10:30,confirmee
717,Rocher Aimé,Info,B949,2026-04-20,14:00,15:30,confirmee
718,Descamps Noël,Info,B949,2026-03-21,13:00,14:30,confirmee
719,Peltier Brigitte,Info,A195,2026-03-18,12:00,13:30,confirmee
720,Gauthier Pénélope,Maths,A195,2026-03-11,13:00,14:30,confirmee
721,Cordier Émile,Info,B436,2026-03-31,09:00,10:30,en_attente
722,Clément Émilie,Physique,C843,2026-03-14,15:00,16:30,confirmee
723,Lecoq Maggie,Physique,C512,2026-03-08,12:00,13:30,confirmee
